DATA,ID_PRODUTO,VALOR_VENDA,FAIXA_HORARIO
8/2/2021,4,"12,88",13:00
8/2/2021,8,"19,93",7:00
8/2/2021,10,"19,12",7:00
8/2/2021,3,"12,31",12:00
8/2/2021,5,"3,2",8:00
8/2/2021,7,"24,48",12:00
8/2/2021,5,"12,96",9:00
8/2/2021,4,"5,77",9:00
8/2/2021,6,"5,97",13:00
8/2/2021,1,"28,18",13:00
8/2/2021,12,"13,34",14:00
8/2/2021,10,"7,42",13:00
8/2/2021,3,"15,63",12:00
8/2/2021,7,"23,91",12:00
8/2/2021,7,"25,33",8:00
8/2/2021,13,"23,95",12:00
8/2/2021,1,"4,51",8:00
8/2/2021,10,"11,09",10:00
8/2/2021,11,"26,59",14:00
8/2/2021,3,"12,13",13:00
8/2/2021,6,"2,63",8:00
8/2/2021,6,"10,65",10:00
8/2/2021,6,"9,92",14:00
8/2/2021,9,"12,54",12:00
8/2/2021,1,"19,03",12:00
8/2/2021,10,"5,14",13:00
8/2/2021,4,"25,84",12:00
8/2/2021,7,"11,76",12:00
8/3/2021,2,"15,31",12:00
8/3/2021,6,"27,24",12:00
8/3/2021,14,"23,44",9:00
8/3/2021,7,"26,5",12:00
8/3/2021,7,"14,3",13:00
8/3/2021,6,"3,89",11:00
8/3/2021,5,"23,71",13:00
8/3/2021,7,"27,78",12:00
8/3/2021,4,"10,62",7:00
8/3/2021,3,"27,33",9:00
8/3/2021,2,"18,95",7:00
8/3/2021,3,"13,45",14:00
8/3/2021,3,"1,74",14:00
8/3/2021,4,"20,67",14:00
8/3/2021,4,"28,9",14:00
8/3/2021,7,"2,82",14:00
8/3/2021,3,"4,44",9:00
8/3/2021,7,"13,31",11:00
8/3/2021,10,"27,17",14:00
8/3/2021,6,"22,51",9:00
8/3/2021,3,"19,96",13:00
8/3/2021,2,"25,25",13:00
8/3/2021,14,"28,67",13:00
8/3/2021,13,"29,89",11:00
8/3/2021,11,"29,16",12:00
8/3/2021,2,"27,71",7:00
8/3/2021,6,"13,31",7:00
8/3/2021,6,"24,05",12:00
8/3/2021,6,"13,94",13:00
8/3/2021,4,"4,26",14:00
8/3/2021,7,"20,63",14:00
8/3/2021,3,"27,84",13:00
8/3/2021,6,"10,69",11:00
8/3/2021,6,"26,62",8:00
8/3/2021,7,"27,39",7:00
8/3/2021,9,"2,89",13:00
8/3/2021,6,"13,57",7:00
8/3/2021,4,"7,45",12:00
8/3/2021,8,"6,35",7:00
8/3/2021,14,"27,54",8:00
8/3/2021,3,"22,58",9:00
8/3/2021,7,"9,04",11:00
8/3/2021,6,"24,66",13:00
8/3/2021,8,"2,88",13:00
8/3/2021,2,"4,18",13:00
8/3/2021,4,"13,57",11:00
8/3/2021,2,"2,43",11:00
8/3/2021,14,"22,02",7:00
8/3/2021,9,"26,68",12:00
8/3/2021,7,"16,39",7:00
8/3/2021,7,"21,14",14:00
8/3/2021,3,"17,25",8:00
8/3/2021,7,"9,3",8:00
8/3/2021,5,"14,3",8:00
8/3/2021,1,"4,76",12:00
8/3/2021,1,"29,63",14:00
8/3/2021,6,"25,33",10:00
8/3/2021,4,"4,38",13:00
8/3/2021,2,"8,4",14:00
8/3/2021,8,"28,55",12:00
8/3/2021,2,"26,05",13:00
8/3/2021,8,"3,82",14:00
8/3/2021,1,"8,98",7:00
8/3/2021,2,"23,75",11:00
8/3/2021,9,"23,15",12:00
8/3/2021,13,"21,07",8:00
8/3/2021,6,"20,77",14:00
8/3/2021,8,"16,43",12:00
8/3/2021,6,"11,69",14:00
8/3/2021,2,"4,77",9:00
8/3/2021,5,"1,52",14:00
8/3/2021,10,"10,6",8:00
8/3/2021,4,"23,52",9:00
8/3/2021,8,"29,85",14:00
8/3/2021,7,"3,9",8:00
8/3/2021,3,"26,43",14:00
8/3/2021,4,"21,32",14:00
8/3/2021,3,"16,14",13:00
8/3/2021,4,"20,96",12:00
8/3/2021,5,"28,95",12:00
8/3/2021,2,"25,13",12:00
8/3/2021,3,"7,29",13:00
8/3/2021,4,"28,51",13:00
8/3/2021,1,"27,17",9:00
8/3/2021,5,"23,81",11:00
8/3/2021,6,"28,23",14:00
8/3/2021,7,"29,2",13:00
8/3/2021,4,"6,3",13:00
8/3/2021,4,"9,35",13:00
8/3/2021,4,"24,41",8:00
8/3/2021,11,"9,56",14:00
8/3/2021,11,"20,55",13:00
8/3/2021,14,"14,17",14:00
8/3/2021,9,"18,5",9:00
8/3/2021,5,"18,74",13:00
8/3/2021,6,"5,33",13:00
8/3/2021,8,"23,39",10:00
8/3/2021,9,"5,7",7:00
8/3/2021,13,"1,61",13:00
8/3/2021,1,"20,48",14:00
8/3/2021,12,"4,97",13:00
8/3/2021,4,"25,17",11:00
8/3/2021,3,"4,52",12:00
8/3/2021,6,"6,36",13:00
8/3/2021,2,"10,44",8:00
8/3/2021,13,"17,15",14:00
8/3/2021,10,"6,42",11:00
8/3/2021,6,"28,99",14:00
8/3/2021,7,"20,31",14:00
8/3/2021,3,"11,96",7:00
8/3/2021,4,"4,96",13:00
8/3/2021,2,"21,03",8:00
8/4/2021,9,"2,17",11:00
8/4/2021,8,"24,66",11:00
8/4/2021,11,"20,39",7:00
8/4/2021,2,"26,47",14:00
8/4/2021,4,"6,46",14:00
8/4/2021,3,"3,4",7:00
8/4/2021,8,"4,25",13:00
8/4/2021,2,"29,34",8:00
8/4/2021,4,"9,55",7:00
8/4/2021,1,"18,24",7:00
8/4/2021,4,"14,41",9:00
8/4/2021,9,"28,06",14:00
8/4/2021,4,"10,99",13:00
8/4/2021,1,"21,75",10:00
8/4/2021,4,"25,6",13:00
8/4/2021,5,"14,14",7:00
8/4/2021,6,"15,74",14:00
8/4/2021,10,"5,1",8:00
8/4/2021,8,"26,56",14:00
8/4/2021,11,"22,16",11:00
8/4/2021,8,"27,87",10:00
8/4/2021,1,"22,11",11:00
8/4/2021,10,"24,7",9:00
8/4/2021,10,"25,03",11:00
8/4/2021,7,"15,74",14:00
8/4/2021,7,"16,28",13:00
8/4/2021,7,"22,75",12:00
8/4/2021,7,"2,73",14:00
8/4/2021,8,"26,06",13:00
8/4/2021,9,"5,09",11:00
8/4/2021,6,"13,19",7:00
8/4/2021,4,"17,76",12:00
8/4/2021,3,"20,83",10:00
8/4/2021,6,"5,83",14:00
8/4/2021,4,"8,76",12:00
8/4/2021,4,"3,55",14:00
8/4/2021,6,"8,19",7:00
8/4/2021,6,"23,58",10:00
8/4/2021,9,"11,45",7:00
8/4/2021,5,"12,59",9:00
8/4/2021,6,"5,32",10:00
8/4/2021,11,"3,3",13:00
8/4/2021,9,"13,91",7:00
8/4/2021,13,"7,87",7:00
8/4/2021,5,"19,76",8:00
8/4/2021,1,"15,32",13:00
8/4/2021,1,"2,29",7:00
8/4/2021,9,"18,28",14:00
8/4/2021,9,"7,86",7:00
8/4/2021,6,"26,87",13:00
8/4/2021,3,"11,76",10:00
8/4/2021,10,"12,89",11:00
8/4/2021,4,"25,49",13:00
8/4/2021,7,"19,79",11:00
8/4/2021,5,"11,88",11:00
8/4/2021,9,"6,1",11:00
8/4/2021,4,"18,92",12:00
8/4/2021,6,"28,95",11:00
8/4/2021,8,"11,41",13:00
8/4/2021,13,"11,44",13:00
8/4/2021,10,"28,91",14:00
8/4/2021,5,"15,39",11:00
8/4/2021,2,"17,74",14:00
8/4/2021,4,"26,51",7:00
8/4/2021,3,"13,83",12:00
8/4/2021,6,"12,39",12:00
8/4/2021,3,"9,33",7:00
8/4/2021,3,"21,8",13:00
8/4/2021,5,"27,22",11:00
8/4/2021,7,"23,87",12:00
8/4/2021,5,"2,77",14:00
8/4/2021,5,"18,8",14:00
8/4/2021,5,"16,07",7:00
8/4/2021,9,"10,02",7:00
8/4/2021,7,"28,43",13:00
8/4/2021,3,"22,83",9:00
8/4/2021,8,"5,47",14:00
8/4/2021,6,"26,14",12:00
8/4/2021,4,"26,16",13:00
8/4/2021,9,"22,17",8:00
8/4/2021,2,"2,26",14:00
8/4/2021,2,"24,68",8:00
8/4/2021,7,"2,81",12:00
8/4/2021,5,"11,57",13:00
8/4/2021,5,"7,02",14:00
8/4/2021,5,"9,12",11:00
8/4/2021,13,"12,48",14:00
8/4/2021,8,"26,61",13:00
8/4/2021,4,"14,42",12:00
8/4/2021,6,"17,91",7:00
8/4/2021,6,"19,77",11:00
8/4/2021,2,"5,72",13:00
8/4/2021,5,"21,47",13:00
8/4/2021,1,"8,96",13:00
8/4/2021,10,"18,24",11:00
8/4/2021,7,"18,44",11:00
8/4/2021,3,"2,83",11:00
8/4/2021,8,"28,25",14:00
8/4/2021,9,"29,71",11:00
8/4/2021,12,"5,94",9:00
8/4/2021,3,"4,34",12:00
8/4/2021,2,"3,27",12:00
8/4/2021,3,"22,29",10:00
8/4/2021,5,"19,33",12:00
8/4/2021,4,"13,65",7:00
8/4/2021,6,"25,32",14:00
8/4/2021,8,"9,9",13:00
8/4/2021,6,"5,63",11:00
8/4/2021,5,"9,85",14:00
8/4/2021,3,"23,3",7:00
8/4/2021,6,"23,06",12:00
8/4/2021,3,"13,86",13:00
8/4/2021,4,"14,68",14:00
8/4/2021,6,"3,78",13:00
8/4/2021,6,"15,42",12:00
8/4/2021,7,"3,03",9:00
8/4/2021,4,"28,23",13:00
8/4/2021,1,"9,33",13:00
8/4/2021,1,"12,73",13:00
8/4/2021,10,"22,53",12:00
8/4/2021,3,"4,01",14:00
8/4/2021,2,"16,43",14:00
8/4/2021,4,"6,03",8:00
8/4/2021,3,"7,46",13:00
8/4/2021,9,"26,21",14:00
8/4/2021,3,"23,67",10:00
8/4/2021,10,"23,37",14:00
8/4/2021,10,"8,69",10:00
8/4/2021,7,"16,67",14:00
8/4/2021,13,"7,85",14:00
8/4/2021,2,"18,17",12:00
8/4/2021,9,"29,76",14:00
8/5/2021,3,"4,3",14:00
8/5/2021,7,"26,54",9:00
8/5/2021,7,"3,53",13:00
8/5/2021,5,"17,58",12:00
8/5/2021,10,"21,07",13:00
8/5/2021,8,"23,23",7:00
8/5/2021,5,"5,86",7:00
8/5/2021,3,"15,86",10:00
8/5/2021,3,"28,9",14:00
8/5/2021,12,"2,83",14:00
8/5/2021,1,"28,31",8:00
8/5/2021,6,"12,94",8:00
8/5/2021,1,"6,55",12:00
8/5/2021,10,"29,22",13:00
8/5/2021,12,"9,15",13:00
8/5/2021,11,"13,39",11:00
8/5/2021,7,"11,58",13:00
8/5/2021,4,"14,65",12:00
8/5/2021,4,"27,55",12:00
8/5/2021,2,"6,21",12:00
8/5/2021,1,"14,9",14:00
8/5/2021,10,"3,05",13:00
8/5/2021,1,"19,59",14:00
8/5/2021,1,"22,86",14:00
8/5/2021,4,"14,24",14:00
8/5/2021,9,"2,41",11:00
8/5/2021,7,"14,15",9:00
8/5/2021,4,"3,18",13:00
8/5/2021,7,"17,02",9:00
8/5/2021,5,"21,02",7:00
8/5/2021,4,"4,24",14:00
8/5/2021,7,"27,75",12:00
8/5/2021,12,"5,91",14:00
8/5/2021,3,"2,91",14:00
8/5/2021,2,"9,23",8:00
8/5/2021,12,"26,04",13:00
8/5/2021,6,"3,1",9:00
8/5/2021,8,"15,2",11:00
8/5/2021,14,"3,54",14:00
8/5/2021,3,"29,17",12:00
8/5/2021,7,"18,96",14:00
8/5/2021,4,"23,84",8:00
8/5/2021,4,"10,71",12:00
8/5/2021,10,"12,01",7:00
8/5/2021,2,"13,87",10:00
8/5/2021,2,"9,18",10:00
8/5/2021,2,"23,42",13:00
8/5/2021,13,"28,76",13:00
8/5/2021,10,"28,73",11:00
8/5/2021,6,"12,22",14:00
8/5/2021,10,"5,7",12:00
8/5/2021,5,"10,08",7:00
8/5/2021,5,"11,73",13:00
8/5/2021,8,"3,69",9:00
8/5/2021,9,"6,93",8:00
8/5/2021,5,"13,02",14:00
8/5/2021,10,"14,26",14:00
8/5/2021,4,"21,29",7:00
8/5/2021,10,"9,13",7:00
8/5/2021,1,"28,05",14:00
8/5/2021,10,"11,47",14:00
8/5/2021,5,"26,01",12:00
8/5/2021,3,"12,27",9:00
8/5/2021,4,"3,9",11:00
8/5/2021,3,"9,5",10:00
8/5/2021,4,"16,3",14:00
8/5/2021,5,"26,77",12:00
8/5/2021,1,"6,05",12:00
8/5/2021,2,"16,22",10:00
8/5/2021,10,"5,64",7:00
8/5/2021,11,"17,37",7:00
8/5/2021,10,"16,35",10:00
8/5/2021,5,"8,22",10:00
8/5/2021,9,"9,57",12:00
8/5/2021,5,"5,86",13:00
8/5/2021,4,"26,08",13:00
8/5/2021,1,"8,48",14:00
8/5/2021,11,"21,48",13:00
8/5/2021,13,"18,7",10:00
8/5/2021,2,"11,44",8:00
8/5/2021,13,"23,07",14:00
8/5/2021,7,"7,9",11:00
8/5/2021,3,"13,89",14:00
8/5/2021,12,"7,87",7:00
8/5/2021,14,"8,53",13:00
8/5/2021,4,"19,41",14:00
8/5/2021,2,"20,61",13:00
8/5/2021,3,"24,87",9:00
8/5/2021,1,"17,23",13:00
8/5/2021,1,"12,06",13:00
8/5/2021,4,"17,55",7:00
8/5/2021,2,"28,84",13:00
8/5/2021,7,"24,09",14:00
8/5/2021,5,"22,88",13:00
8/5/2021,7,"24,24",11:00
8/5/2021,5,"6,01",13:00
8/5/2021,1,"19,65",11:00
8/5/2021,11,"29,1",13:00
8/5/2021,1,"17,43",8:00
8/5/2021,4,"19,06",10:00
8/5/2021,6,"25,13",8:00
8/5/2021,3,"19,72",14:00
8/5/2021,3,"3,47",10:00
8/5/2021,5,"6,39",7:00
8/5/2021,3,"23,57",7:00
8/5/2021,9,"4,53",8:00
8/5/2021,10,"14,92",7:00
8/5/2021,3,"22,62",12:00
8/5/2021,7,"20,83",13:00
8/5/2021,4,"12,23",12:00
8/5/2021,6,"11,56",8:00
8/6/2021,1,"26,83",14:00
8/6/2021,6,"29,54",9:00
8/6/2021,14,"3,07",14:00
8/6/2021,6,"13,88",7:00
8/6/2021,5,"14,47",9:00
8/6/2021,7,"3,14",14:00
8/6/2021,8,"20,44",13:00
8/6/2021,2,"23,31",13:00
8/6/2021,13,"19,04",12:00
8/6/2021,14,"21,74",11:00
8/6/2021,2,"17,87",12:00
8/6/2021,11,"21,02",13:00
8/6/2021,3,"11,64",9:00
8/6/2021,6,"3,07",8:00
8/6/2021,11,"3,6",12:00
8/6/2021,1,"4,12",13:00
8/6/2021,1,"1,7",12:00
8/6/2021,1,"29,65",9:00
8/6/2021,6,"22,62",14:00
8/6/2021,8,"10,46",7:00
8/6/2021,7,"20,46",12:00
8/6/2021,6,"5,5",14:00
8/6/2021,5,"21,42",7:00
8/6/2021,5,"16,82",14:00
8/6/2021,4,"14,66",9:00
8/6/2021,2,"2,06",14:00
8/6/2021,4,"23,7",10:00
8/6/2021,3,"9,8",8:00
8/6/2021,6,"18,12",14:00
8/6/2021,1,"12,17",13:00
8/6/2021,3,"26,27",11:00
8/6/2021,9,"17,56",10:00
8/6/2021,2,"28,22",8:00
8/6/2021,6,"14,49",7:00
8/6/2021,4,"29,42",14:00
8/6/2021,6,"3,42",12:00
8/6/2021,10,"16,29",7:00
8/6/2021,2,"7,59",14:00
8/6/2021,4,"27,56",13:00
8/6/2021,3,"29,79",14:00
8/6/2021,13,"8,35",7:00
8/6/2021,7,"23,53",10:00
8/6/2021,7,"2,2",11:00
8/6/2021,3,"10,14",14:00
8/6/2021,4,"15,34",8:00
8/6/2021,5,"9,73",7:00
8/6/2021,14,"28,42",14:00
8/6/2021,5,"15,23",9:00
8/6/2021,1,"6,47",14:00
8/6/2021,7,"12,03",13:00
8/6/2021,7,"10,45",13:00
8/6/2021,13,"3,2",10:00
8/6/2021,5,"26,22",10:00
8/6/2021,8,"27,48",12:00
8/6/2021,10,"7,46",12:00
8/6/2021,5,"10,55",13:00
8/6/2021,3,"8,27",13:00
8/6/2021,7,"8,74",10:00
8/6/2021,7,"11,14",11:00
8/6/2021,8,"29,48",10:00
8/6/2021,8,"10,69",10:00
8/6/2021,8,"19,04",9:00
8/6/2021,1,7,7:00
8/6/2021,8,"12,98",11:00
8/6/2021,9,"18,55",7:00
8/6/2021,7,"17,85",13:00
8/6/2021,3,"24,22",14:00
8/6/2021,6,"25,29",7:00
8/6/2021,8,"19,23",13:00
8/6/2021,6,"23,5",9:00
8/6/2021,1,"3,63",14:00
8/6/2021,3,"13,9",7:00
8/6/2021,1,"20,8",10:00
8/6/2021,4,"5,39",14:00
8/6/2021,5,"15,19",12:00
8/6/2021,2,"4,04",9:00
8/6/2021,8,"7,79",7:00
8/6/2021,11,"3,03",14:00
8/6/2021,14,"22,08",7:00
8/6/2021,1,"6,06",7:00
8/6/2021,9,"12,7",13:00
8/6/2021,13,"11,81",13:00
8/6/2021,7,"5,56",11:00
8/6/2021,4,"18,65",13:00
8/6/2021,11,"10,1",13:00
8/6/2021,1,"13,63",13:00
8/6/2021,1,"26,57",12:00
8/6/2021,6,"13,54",13:00
8/6/2021,2,"22,83",14:00
8/6/2021,2,"13,15",13:00
8/6/2021,5,"4,69",14:00
8/6/2021,10,"29,31",12:00
8/6/2021,1,"28,56",10:00
8/6/2021,10,"18,15",12:00
8/6/2021,5,"12,11",13:00
8/6/2021,3,"12,51",11:00
8/6/2021,5,"11,07",12:00
8/6/2021,10,"4,99",7:00
8/6/2021,11,"29,24",12:00
8/6/2021,2,"26,24",12:00
8/6/2021,6,"24,31",8:00
8/6/2021,1,"11,39",10:00
8/6/2021,4,"20,23",13:00
8/6/2021,11,"20,07",13:00
8/6/2021,6,"12,17",13:00
8/6/2021,5,"29,53",13:00
8/6/2021,13,"7,47",11:00
8/6/2021,2,"23,62",14:00
8/6/2021,10,"3,1",14:00
8/6/2021,6,"19,36",8:00
8/6/2021,5,"15,56",10:00
8/6/2021,7,"7,64",14:00
8/6/2021,3,"2,63",11:00
8/6/2021,5,"13,5",7:00
8/6/2021,10,"13,34",11:00
8/6/2021,5,"23,24",13:00
8/6/2021,1,"19,42",13:00
8/6/2021,4,"27,93",11:00
8/6/2021,1,"2,84",12:00
8/6/2021,13,"4,61",14:00
8/6/2021,9,"15,11",14:00
8/6/2021,10,"10,15",11:00
8/6/2021,5,"29,18",14:00
8/6/2021,8,"17,58",8:00
8/6/2021,9,"10,75",14:00
8/6/2021,6,"23,49",11:00
8/6/2021,7,"28,91",13:00
8/6/2021,5,"16,61",11:00
8/6/2021,7,"2,68",8:00
8/6/2021,12,"27,93",11:00
8/7/2021,8,"16,9",14:00
8/7/2021,3,"24,46",8:00
8/7/2021,7,"14,15",12:00
8/7/2021,6,"13,27",13:00
8/7/2021,5,"2,53",8:00
8/7/2021,1,"8,26",7:00
8/7/2021,6,"11,05",11:00
8/7/2021,4,"6,34",13:00
8/7/2021,1,"20,46",14:00
8/7/2021,3,"25,22",12:00
8/7/2021,8,"25,53",12:00
8/7/2021,10,"7,15",9:00
8/7/2021,10,"27,12",12:00
8/7/2021,14,"19,13",14:00
8/7/2021,5,"6,83",9:00
8/7/2021,7,"16,33",7:00
8/7/2021,1,"10,55",14:00
8/7/2021,6,"22,63",8:00
8/7/2021,3,"27,98",14:00
8/7/2021,2,"28,07",11:00
8/7/2021,14,"1,91",12:00
8/7/2021,8,"23,24",12:00
8/7/2021,10,"18,82",7:00
8/7/2021,14,"14,28",9:00
8/7/2021,7,"4,84",7:00
8/7/2021,4,"28,02",14:00
8/7/2021,3,"6,55",13:00
8/7/2021,6,"23,09",7:00
8/7/2021,10,"17,29",7:00
8/7/2021,1,"3,42",8:00
8/7/2021,5,"19,79",13:00
8/7/2021,4,"16,64",13:00
8/7/2021,6,"18,93",10:00
8/7/2021,1,"15,92",9:00
8/7/2021,2,"28,14",14:00
8/7/2021,2,"12,2",11:00
8/7/2021,13,"10,34",9:00
8/7/2021,5,"21,86",14:00
8/7/2021,3,5,9:00
8/7/2021,5,"6,16",13:00
8/7/2021,4,"11,69",12:00
8/7/2021,13,"19,71",12:00
8/7/2021,6,"26,75",13:00
8/7/2021,5,"24,83",12:00
8/7/2021,13,"14,2",14:00
8/7/2021,2,"17,95",14:00
8/7/2021,6,"14,53",11:00
8/7/2021,1,"6,86",8:00
8/7/2021,2,"7,34",13:00
8/7/2021,4,"18,71",12:00
8/7/2021,6,"5,53",13:00
8/7/2021,6,"6,99",14:00
8/7/2021,8,"16,11",13:00
8/7/2021,2,"3,9",11:00
8/7/2021,5,"26,33",13:00
8/7/2021,5,"14,17",8:00
8/7/2021,4,"13,14",8:00
8/7/2021,1,"9,06",8:00
8/7/2021,3,"26,76",11:00
8/7/2021,5,"2,05",11:00
8/7/2021,9,"6,52",11:00
8/7/2021,1,"8,67",7:00
8/7/2021,5,"17,52",9:00
8/7/2021,2,"9,4",10:00
8/7/2021,7,"14,32",13:00
8/7/2021,4,"13,28",8:00
8/7/2021,3,"24,67",14:00
8/7/2021,7,"29,65",13:00
8/7/2021,9,"17,22",9:00
8/7/2021,4,"27,55",7:00
8/7/2021,4,"5,61",14:00
8/7/2021,4,"12,06",12:00
8/7/2021,4,"7,68",12:00
8/7/2021,1,"26,31",11:00
8/7/2021,4,"6,74",7:00
